atmospheric_rain(mm/s) surface_runoff(mm/s) subsurface_runoff(mm/s) infiltration(mm/s) interception(mm/s) ground_evaporation(mm/s) vegetation_evaporation(mm/s) vegetation_transpiration(mm/s) heat_flux_into_soil(W/m^2)
1.04167e-04 1.80251e-05 1.75732e-05 6.53905e-05 2.34711e-05 2.79219e-06 1.27198e-05 1.63997e-05 -7.34099e-01
2.77778e-05 5.58163e-06 1.69223e-05 1.86823e-05 6.25841e-06 2.44225e-06 6.26506e-06 1.62926e-05 -2.68279e+00
1.24306e-03 2.53563e-04 1.65915e-05 3.52463e-04 2.80037e-04 2.78189e-06 1.82299e-05 1.25708e-05 -2.87352e+00
9.25926e-06 1.51137e-06 2.15555e-05 4.13846e-04 2.08574e-06 2.28449e-06 6.84967e-06 1.84759e-05 1.10721e-01
0.00000e+00 0.00000e+00 5.12826e-05 1.46951e-04 0.00000e+00 2.87771e-06 0.00000e+00 1.83307e-05 -2.06427e+00
0.00000e+00 0.00000e+00 7.60446e-05 3.79824e-05 0.00000e+00 3.07616e-06 0.00000e+00 2.25650e-05 6.98120e-01
1.85185e-05 3.50176e-06 8.17694e-05 1.61295e-05 4.17028e-06 2.96870e-06 4.17028e-06 1.83556e-05 -3.95758e-01
0.00000e+00 0.00000e+00 7.74449e-05 -2.28424e-06 0.00000e+00 3.49628e-06 0.00000e+00 2.25804e-05 -1.17325e+00
3.51852e-04 8.30426e-05 7.01295e-05 2.21565e-04 7.92201e-05 2.72798e-06 6.79801e-06 1.95459e-05 -6.06163e-01
0.00000e+00 0.00000e+00 6.90545e-05 2.74299e-05 0.00000e+00 3.64309e-06 -0.00000e+00 2.11060e-05 -2.10218e+00
0.00000e+00 0.00000e+00 6.87269e-05 2.56346e-06 0.00000e+00 3.28122e-06 0.00000e+00 1.94824e-05 -3.08661e+00
0.00000e+00 0.00000e+00 6.40396e-05 -2.49222e-06 0.00000e+00 3.19245e-06 0.00000e+00 2.66010e-05 4.22735e+00
0.00000e+00 0.00000e+00 5.72099e-05 -3.43119e-06 0.00000e+00 3.50363e-06 1.27050e-22 2.31608e-05 -1.70413e+00
2.31481e-06 4.14761e-07 5.01109e-05 -1.93834e-06 5.20932e-07 3.25559e-06 5.20932e-07 2.19705e-05 -6.05666e-01
1.38889e-05 2.47092e-06 4.35475e-05 4.64531e-06 3.12529e-06 3.64595e-06 3.12529e-06 2.23437e-05 -1.06912e+00
2.31481e-06 4.06437e-07 3.78766e-05 -1.95449e-06 5.20830e-07 3.33621e-06 5.20830e-07 2.04887e-05 -1.91260e+00
0.00000e+00 0.00000e+00 3.31075e-05 -2.94287e-06 0.00000e+00 2.87272e-06 0.00000e+00 1.90044e-05 -5.43936e-02
1.43519e-04 2.72345e-05 2.91620e-05 9.39914e-05 3.22846e-05 2.40141e-06 1.96739e-05 1.16082e-05 -3.90780e-03
0.00000e+00 0.00000e+00 2.60316e-05 -3.15441e-06 0.00000e+00 2.99075e-06 0.00000e+00 2.08519e-05 1.15282e+00
0.00000e+00 0.00000e+00 2.40662e-05 -3.61036e-06 0.00000e+00 3.60879e-06 0.00000e+00 2.10018e-05 -2.97335e+00
0.00000e+00 0.00000e+00 2.23206e-05 -3.82680e-06 0.00000e+00 3.80953e-06 0.00000e+00 2.35246e-05 -2.44292e+00
0.00000e+00 0.00000e+00 2.05594e-05 -3.05670e-06 0.00000e+00 2.98270e-06 -0.00000e+00 1.99099e-05 -7.22265e-01
1.82870e-04 3.67585e-05 1.87852e-05 1.23487e-04 4.11143e-05 2.58585e-06 8.52631e-06 1.88393e-05 7.30276e-01
0.00000e+00 0.00000e+00 1.73961e-05 6.83151e-06 0.00000e+00 3.13387e-06 0.00000e+00 2.07306e-05 -9.71448e-01
2.31481e-06 3.74233e-07 1.67598e-05 -6.54316e-07 5.20319e-07 3.40737e-06 5.20319e-07 2.31404e-05 2.58432e-01
0.00000e+00 0.00000e+00 1.62240e-05 -3.34545e-06 0.00000e+00 3.43515e-06 9.52513e-26 2.20654e-05 -1.04193e+00
0.00000e+00 0.00000e+00 1.54813e-05 -3.11343e-06 0.00000e+00 3.04561e-06 -1.34447e-26 2.16298e-05 4.35410e-01
6.94444e-06 1.10617e-06 1.45975e-05 1.33394e-06 1.56043e-06 2.92043e-06 1.56043e-06 1.83272e-05 -1.58507e+00
5.60185e-04 1.10141e-04 1.37053e-05 2.74559e-04 1.25861e-04 2.53163e-06 2.02091e-05 1.11376e-05 2.87505e-01
6.01852e-05 9.85167e-06 1.36841e-05 1.52988e-04 1.35207e-05 2.82162e-06 1.19117e-05 1.65158e-05 -1.77085e-01
4.62963e-06 7.49519e-07 1.72574e-05 2.93141e-05 1.04013e-06 2.90218e-06 1.04013e-06 2.09436e-05 1.57557e+00
8.33333e-05 1.64296e-05 2.18706e-05 6.27572e-05 1.87269e-05 2.72830e-06 6.31186e-06 2.10166e-05 1.93868e+00
8.33333e-05 1.49204e-05 2.52732e-05 5.18407e-05 1.87315e-05 2.53276e-06 1.46046e-05 1.47799e-05 8.78596e-01
8.33333e-05 1.56073e-05 2.72947e-05 5.30125e-05 1.87362e-05 2.49103e-06 1.14802e-05 1.71228e-05 8.86582e-01
3.00926e-05 5.12111e-06 2.83243e-05 1.53713e-05 6.76744e-06 2.82923e-06 7.29622e-06 1.92193e-05 -1.00797e+00
2.31481e-05 3.94554e-06 2.88585e-05 1.04406e-05 5.20699e-06 3.52233e-06 5.20699e-06 2.04247e-05 -3.75947e-01
2.11574e-03 4.58499e-04 2.89015e-05 7.41045e-04 4.76035e-04 2.38958e-06 2.57270e-05 8.78332e-06 -4.34465e+00
3.00926e-05 6.28304e-06 7.95596e-05 5.46511e-04 6.77236e-06 2.20484e-06 7.02343e-06 1.77258e-05 -1.54271e+00
3.47222e-05 7.30255e-06 1.86449e-04 2.41607e-04 7.81614e-06 2.57933e-06 7.80576e-06 1.30370e-05 -1.81598e+00
1.08796e-04 2.67780e-05 2.21487e-04 1.44915e-04 2.44965e-05 1.97812e-06 9.37544e-06 1.58714e-05 1.07401e+00
2.31481e-06 4.74061e-07 1.79420e-04 1.84986e-05 5.21326e-07 3.19720e-06 5.21326e-07 2.05994e-05 -1.98596e+00
0.00000e+00 0.00000e+00 1.55570e-04 7.29087e-07 0.00000e+00 2.98032e-06 0.00000e+00 2.25822e-05 9.64321e-01
7.40741e-05 1.50521e-05 1.34420e-04 4.16499e-05 1.66909e-05 2.82997e-06 9.69568e-06 1.66526e-05 -5.95068e-01
8.79630e-05 1.94509e-05 1.13151e-04 5.56966e-05 1.98245e-05 2.02606e-06 1.60070e-05 1.49946e-05 -8.95826e-01
4.62963e-06 8.89825e-07 9.70473e-05 -4.50533e-07 1.04363e-06 3.11762e-06 1.04363e-06 1.90995e-05 -1.27347e+00
0.00000e+00 0.00000e+00 8.42525e-05 -3.14659e-06 0.00000e+00 3.11635e-06 1.90503e-25 1.99638e-05 -1.37778e+00
5.00000e-04 1.13040e-04 7.24891e-05 2.98361e-04 1.12764e-04 1.78585e-06 2.30447e-05 1.11209e-05 -4.22511e-01
3.05556e-04 7.16180e-05 7.43116e-05 2.60720e-04 6.89236e-05 2.21744e-06 1.14054e-05 1.72142e-05 -8.38728e-01
1.15741e-05 2.22248e-06 9.81295e-05 2.32620e-05 2.61129e-06 2.72701e-06 2.61129e-06 1.98943e-05 -5.84402e-01
5.06944e-04 1.24061e-04 1.06322e-04 3.37091e-04 1.14399e-04 2.22417e-06 9.36975e-06 1.74464e-05 -2.64161e-01
3.24074e-05 6.37680e-06 1.21665e-04 4.63465e-05 7.31470e-06 3.21164e-06 7.31470e-06 1.55837e-05 -3.12554e+00
2.66204e-04 6.46862e-05 1.21521e-04 1.86504e-04 6.00977e-05 2.62708e-06 1.13355e-05 1.83133e-05 -1.60714e+00
2.31481e-06 4.55459e-07 1.21983e-04 5.54918e-06 5.22698e-07 2.64719e-06 5.22698e-07 2.00892e-05 1.04658e+00
6.94444e-06 1.35477e-06 1.12474e-04 2.31710e-06 1.56842e-06 2.61710e-06 1.56842e-06 1.89754e-05 -1.54837e+00
9.25926e-06 1.78028e-06 9.77551e-05 2.78714e-06 2.09166e-06 2.57608e-06 2.09166e-06 1.88340e-05 4.62330e-01
5.78704e-05 1.22043e-05 8.33335e-05 3.53406e-05 1.30758e-05 2.25331e-06 6.31878e-06 1.62837e-05 -2.43223e-01
3.44907e-04 8.14970e-05 7.21511e-05 2.32029e-04 7.79467e-05 1.94518e-06 8.75979e-06 1.47305e-05 -1.21265e+00
2.47685e-04 5.16667e-05 7.16660e-05 1.78363e-04 5.59878e-05 2.08381e-06 2.79048e-05 7.64573e-06 6.72189e-01
9.25926e-06 1.73866e-06 7.73650e-05 7.18977e-06 2.09339e-06 1.87138e-06 7.46472e-06 1.46885e-05 -4.20239e-01
1.94444e-04 4.50183e-05 8.13105e-05 1.37785e-04 4.39703e-05 2.24864e-06 9.62328e-06 1.61275e-05 -1.20800e-01
1.15741e-04 2.52658e-05 8.31370e-05 7.54860e-05 2.61781e-05 2.53340e-06 1.25240e-05 1.58114e-05 -5.01095e-01
4.62963e-06 8.74134e-07 8.20498e-05 -1.09246e-07 1.04734e-06 2.71824e-06 1.04734e-06 2.15382e-05 9.27086e-01
2.31481e-06 4.33586e-07 7.64603e-05 -1.89098e-06 5.23777e-07 3.21128e-06 5.23777e-07 2.17606e-05 -6.10488e-01
8.33333e-05 1.61521e-05 6.80874e-05 4.89082e-05 1.88598e-05 2.22212e-06 1.58834e-05 1.23359e-05 -1.00259e+00
4.14352e-04 9.40387e-05 6.24393e-05 2.95728e-04 9.37943e-05 2.09983e-06 1.33374e-05 1.90614e-05 -8.31872e-01
5.64815e-04 1.32905e-04 7.37617e-05 3.70664e-04 1.27879e-04 2.01421e-06 1.51879e-05 1.34903e-05 -1.51214e+00
2.31481e-06 4.45244e-07 1.04041e-04 4.15319e-05 5.24202e-07 2.50803e-06 5.24202e-07 1.92030e-05 7.21969e-01
4.16667e-05 8.09489e-06 1.10067e-04 3.05743e-05 9.43754e-06 2.27964e-06 9.43754e-06 1.44364e-05 4.49358e-01
6.71296e-04 1.62800e-04 1.04120e-04 4.03293e-04 1.52080e-04 2.02555e-06 1.89637e-05 1.00505e-05 -4.87739e-01
1.29630e-04 2.82371e-05 1.23126e-04 1.45672e-04 2.93730e-05 2.08490e-06 1.88265e-05 9.60858e-06 -1.05453e+00
5.41667e-04 1.30285e-04 1.36653e-04 3.00748e-04 1.22762e-04 1.74528e-06 3.37943e-05 5.36662e-06 -9.29249e-01
0.00000e+00 0.00000e+00 1.53257e-04 7.05580e-05 0.00000e+00 2.14793e-06 7.13748e-07 1.81720e-05 2.52938e-01
0.00000e+00 0.00000e+00 1.55664e-04 1.52268e-05 0.00000e+00 2.37746e-06 3.97032e-24 1.74843e-05 -6.30994e-01
2.87037e-04 6.96878e-05 1.40969e-04 1.50754e-04 6.50923e-05 2.46488e-06 1.63062e-05 1.16107e-05 -2.20373e+00
2.31481e-06 4.57240e-07 1.27843e-04 4.00244e-05 5.25042e-07 2.52935e-06 5.25042e-07 2.02350e-05 4.03059e-01
6.94444e-06 1.35388e-06 1.17498e-04 9.93016e-06 1.57544e-06 2.67797e-06 1.57544e-06 2.01196e-05 -4.61299e-02
4.39815e-05 8.48224e-06 1.03433e-04 2.43149e-05 9.97985e-06 2.45519e-06 9.94377e-06 1.69514e-05 -5.19344e-01
3.17130e-04 7.37009e-05 8.94638e-05 1.95081e-04 7.19746e-05 2.16877e-06 1.74750e-05 1.58702e-05 2.33483e+00
4.95370e-04 1.16628e-04 8.43283e-05 2.65599e-04 1.12450e-04 2.66864e-06 1.85749e-05 1.65622e-05 8.14192e-01
0.00000e+00 0.00000e+00 9.68410e-05 8.96161e-05 0.00000e+00 2.74306e-06 -2.68893e-26 2.17510e-05 -2.45436e-01
2.22222e-04 5.35409e-05 1.06086e-04 1.47649e-04 5.04655e-05 2.30333e-06 8.43057e-06 2.10590e-05 1.81147e+00
4.62963e-06 8.97334e-07 1.08090e-04 3.07919e-05 1.05158e-06 2.83622e-06 1.05158e-06 2.13755e-05 -5.38781e-01
0.00000e+00 0.00000e+00 1.03257e-04 2.94918e-06 0.00000e+00 3.00469e-06 0.00000e+00 2.43565e-05 -1.17345e+00
2.31481e-06 4.40993e-07 9.21304e-05 -2.75900e-07 5.26000e-07 2.32928e-06 5.26000e-07 2.10453e-05 1.22797e+00
2.24537e-04 4.94301e-05 7.95975e-05 1.36446e-04 5.10322e-05 2.63506e-06 2.08140e-05 1.63501e-05 8.02967e-02
3.70370e-05 7.02023e-06 7.04686e-05 3.25236e-05 8.41937e-06 2.45599e-06 7.82965e-06 1.87070e-05 1.59655e+00
3.93519e-05 7.25282e-06 6.60492e-05 2.25242e-05 8.94737e-06 2.39235e-06 8.93055e-06 1.81791e-05 6.29583e-01
2.52315e-04 5.58225e-05 6.11283e-05 1.62425e-04 5.73826e-05 2.53007e-06 1.04002e-05 1.56074e-05 -2.44419e+00
4.09722e-04 9.30066e-05 5.99654e-05 2.57902e-04 9.31949e-05 1.73947e-06 2.14780e-05 1.44878e-05 1.49172e+00
9.48675e-05 2.05639e-05 7.52174e-05 1.08229e-04 2.15827e-05 1.73683e-06 9.15547e-06 1.60617e-05 -1.23948e+00
3.24846e-04 7.12379e-05 8.75005e-05 1.97797e-04 7.39109e-05 1.95491e-06 3.50933e-05 4.99790e-06 -1.32157e+00
3.70370e-05 7.10141e-06 9.50692e-05 4.41364e-05 8.42686e-06 2.08514e-06 8.41446e-06 1.75707e-05 8.39833e-01
7.33796e-04 1.78971e-04 1.01951e-04 4.22647e-04 1.66957e-04 1.71146e-06 1.41609e-05 1.48335e-05 7.98589e-01
7.17593e-05 1.59740e-05 1.30136e-04 1.35570e-04 1.63269e-05 2.34287e-06 9.41395e-06 1.53537e-05 -4.87924e-01
9.25926e-05 2.10060e-05 1.41627e-04 8.24461e-05 2.10669e-05 2.19866e-06 1.10898e-05 1.62589e-05 -1.86631e-01
1.94444e-04 4.58157e-05 1.36077e-04 1.29993e-04 4.42403e-05 2.24805e-06 1.56480e-05 1.38244e-05 -1.34502e-01
2.59259e-04 6.20487e-05 1.28805e-04 1.72555e-04 5.89869e-05 2.08142e-06 1.61119e-05 1.48857e-05 4.20174e-01
2.31481e-06 4.56758e-07 1.29967e-04 9.10039e-06 5.26666e-07 2.64693e-06 5.26666e-07 2.05579e-05 -1.81724e-01
2.31481e-06 4.52453e-07 1.22358e-04 1.30733e-07 5.26664e-07 2.83275e-06 5.26664e-07 2.07400e-05 -1.79923e-01
9.25926e-06 1.78878e-06 1.06835e-04 2.44356e-06 2.10664e-06 3.06780e-06 2.10664e-06 1.94418e-05 -2.91872e+00
5.33565e-04 1.25736e-04 9.08080e-05 1.97504e-04 1.21395e-04 2.06390e-06 2.22136e-05 9.28880e-06 -1.00468e+00
7.13738e-05 1.35735e-05 8.24581e-05 1.76584e-04 1.62386e-05 2.14354e-06 1.57341e-05 1.39172e-05 -3.81663e-01
4.16281e-04 9.48151e-05 8.90341e-05 2.49277e-04 9.47099e-05 1.95705e-06 3.15350e-05 9.05666e-06 2.15765e-01
1.94444e-04 4.36099e-05 1.04766e-04 1.94882e-04 4.42386e-05 1.43978e-06 2.00845e-05 1.08685e-05 2.45648e-01
3.18732e-05 6.26858e-06 1.24431e-04 3.38843e-05 7.25153e-06 2.09297e-06 7.24875e-06 1.70061e-05 -4.77326e-01
2.31481e-06 4.54555e-07 1.23084e-04 1.73820e-06 5.26645e-07 2.65654e-06 5.26645e-07 2.09500e-05 -2.90053e-01
0.00000e+00 0.00000e+00 1.09961e-04 -1.70310e-06 0.00000e+00 2.04463e-06 4.44853e-24 2.29136e-05 1.45176e+00
5.09259e-05 1.04259e-05 9.40897e-05 2.96830e-05 1.15861e-05 2.09981e-06 8.73877e-06 1.67897e-05 3.09346e-01
1.52778e-04 3.53389e-05 8.01190e-05 1.07211e-04 3.47580e-05 2.38102e-06 7.84309e-06 1.72652e-05 1.03268e-01
1.45833e-04 3.27117e-05 7.17134e-05 9.18073e-05 3.31779e-05 1.96726e-06 9.87513e-06 1.38836e-05 2.50443e-01
2.68519e-04 5.80074e-05 6.78499e-05 1.88627e-04 6.10890e-05 2.24431e-06 2.60212e-05 6.12320e-06 -4.01890e+00
4.62963e-06 8.58979e-07 7.09710e-05 3.21794e-06 1.05325e-06 1.98296e-06 1.11611e-06 1.67113e-05 5.08220e-01
9.25926e-06 1.72575e-06 7.33271e-05 3.22098e-06 2.10649e-06 2.49073e-06 2.10649e-06 1.91673e-05 -4.31745e-01
8.56481e-05 1.72515e-05 6.87202e-05 5.24292e-05 1.94849e-05 2.08518e-06 1.34668e-05 1.46406e-05 1.22538e+00
1.38889e-05 2.55149e-06 6.25404e-05 6.02686e-06 3.15970e-06 2.12665e-06 3.36385e-06 1.95178e-05 1.04971e+00
0.00000e+00 0.00000e+00 5.67686e-05 -1.94377e-06 0.00000e+00 1.91965e-06 3.81005e-25 2.00466e-05 7.40629e-02
3.51852e-04 7.88176e-05 5.14923e-05 2.22412e-04 8.00446e-05 1.12297e-06 1.45738e-05 1.38121e-05 2.38936e+00
6.48148e-05 1.22039e-05 5.12971e-05 6.60025e-05 1.47450e-05 2.72069e-06 1.24388e-05 1.50361e-05 -1.40972e+00
0.00000e+00 0.00000e+00 5.30723e-05 2.95554e-06 0.00000e+00 2.48986e-06 0.00000e+00 2.31631e-05 3.23278e-01
1.15741e-05 2.08998e-06 5.24505e-05 5.20622e-06 2.63299e-06 2.32441e-06 2.63299e-06 2.29659e-05 7.25213e-01
2.77778e-05 4.96009e-06 4.90834e-05 1.36375e-05 6.31913e-06 2.86770e-06 3.90397e-06 1.88952e-05 -1.77001e+00
2.70833e-04 6.11920e-05 4.49190e-05 1.68256e-04 6.15969e-05 1.63897e-06 7.73602e-06 1.75461e-05 -1.77173e-01
4.86111e-04 1.09763e-04 4.43874e-05 2.83075e-04 1.10532e-04 1.59135e-06 7.23849e-06 1.88037e-05 1.60325e+00
2.31481e-06 4.16167e-07 5.51756e-05 9.08113e-05 5.26219e-07 2.48517e-06 5.26219e-07 2.09391e-05 -8.15801e-01
1.62037e-05 2.99891e-06 6.66756e-05 2.92171e-05 3.68265e-06 2.44865e-06 3.68265e-06 1.83997e-05 -8.87445e-01
4.62963e-06 8.56370e-07 6.85306e-05 3.85172e-06 1.05187e-06 2.77150e-06 9.43304e-07 1.96826e-05 -1.66760e+00
5.09259e-05 9.65711e-06 6.46622e-05 2.90235e-05 1.15685e-05 2.25411e-06 1.05266e-05 1.59427e-05 -1.57640e+00
0.00000e+00 0.00000e+00 5.89007e-05 -2.45199e-06 0.00000e+00 2.36614e-06 4.78212e-25 1.90930e-05 -1.45243e+00
2.31481e-06 4.16576e-07 5.28542e-05 -1.17849e-06 5.25586e-07 2.48956e-06 5.25586e-07 2.46776e-05 7.52512e-01
1.85185e-05 3.29545e-06 4.67557e-05 8.15602e-06 4.20367e-06 2.84649e-06 4.20367e-06 2.04013e-05 -4.81485e-01
0.00000e+00 0.00000e+00 4.10991e-05 -2.73047e-06 0.00000e+00 2.71872e-06 3.94343e-24 2.11167e-05 -1.76970e+00
9.25926e-06 1.60578e-06 3.61919e-05 3.14127e-06 2.10081e-06 2.37587e-06 2.10081e-06 1.79725e-05 -1.33801e+00
2.22222e-04 4.77925e-05 3.21824e-05 1.61115e-04 5.04070e-05 2.12232e-06 7.99835e-06 1.89298e-05 -2.33654e+00
2.26852e-04 4.62992e-05 3.06879e-05 1.45005e-04 5.14446e-05 1.82567e-06 1.76522e-05 1.75632e-05 5.40040e-01
1.71296e-04 3.44249e-05 3.19382e-05 1.20670e-04 3.88363e-05 2.44480e-06 1.64644e-05 1.49151e-05 -1.86879e+00
8.33333e-05 1.65523e-05 3.61341e-05 6.82878e-05 1.88886e-05 2.34373e-06 9.63555e-06 1.75684e-05 -1.81729e+00
2.28289e-05 4.02618e-06 4.11323e-05 1.31478e-05 5.17318e-06 2.68644e-06 5.30609e-06 1.73779e-05 -9.54364e-02
1.78241e-04 3.81472e-05 4.30717e-05 1.05573e-04 4.03802e-05 2.39977e-06 1.15846e-05 1.90431e-05 4.69961e-01
2.31481e-06 4.09891e-07 4.35173e-05 1.70588e-05 5.24283e-07 1.84026e-06 5.24283e-07 2.08104e-05 2.62521e+00
7.63889e-05 1.57682e-05 4.38032e-05 5.29093e-05 1.72969e-05 2.87815e-06 7.61005e-06 1.89692e-05 -2.03313e+00
0.00000e+00 0.00000e+00 4.26624e-05 -2.17700e-06 0.00000e+00 2.44769e-06 0.00000e+00 2.28569e-05 3.67654e-01
0.00000e+00 0.00000e+00 4.06595e-05 -2.44393e-06 0.00000e+00 2.42758e-06 8.60458e-25 2.08180e-05 -1.05141e+00
0.00000e+00 0.00000e+00 3.74989e-05 -2.48040e-06 0.00000e+00 2.44790e-06 0.00000e+00 2.53716e-05 8.25138e-01
0.00000e+00 0.00000e+00 3.38857e-05 -2.70175e-06 0.00000e+00 2.65913e-06 1.27241e-22 2.18362e-05 6.07418e-01
0.00000e+00 0.00000e+00 3.02253e-05 -2.68186e-06 0.00000e+00 2.67165e-06 0.00000e+00 2.55695e-05 1.30898e-01
0.00000e+00 0.00000e+00 2.67902e-05 -3.05915e-06 0.00000e+00 3.02991e-06 0.00000e+00 2.46358e-05 1.08955e+00
1.15741e-05 1.92035e-06 2.36544e-05 3.93838e-06 2.61594e-06 3.09091e-06 2.61594e-06 2.35886e-05 -1.65937e+00
0.00000e+00 0.00000e+00 2.07898e-05 -2.88313e-06 0.00000e+00 2.88113e-06 0.00000e+00 2.81179e-05 5.16072e-01
0.00000e+00 0.00000e+00 1.83043e-05 -3.03468e-06 0.00000e+00 2.98249e-06 1.27050e-22 2.75447e-05 4.29579e-01
0.00000e+00 0.00000e+00 1.62216e-05 -2.82732e-06 0.00000e+00 2.78268e-06 0.00000e+00 2.32654e-05 -1.52857e+00
0.00000e+00 0.00000e+00 1.43624e-05 -3.14569e-06 0.00000e+00 3.10052e-06 0.00000e+00 2.24448e-05 -2.24609e+00
0.00000e+00 0.00000e+00 1.26800e-05 -2.37652e-06 0.00000e+00 2.31735e-06 1.27911e-22 2.35831e-05 4.18115e-01
3.00926e-05 4.63727e-06 1.12700e-05 1.56596e-05 6.79348e-06 2.91960e-06 6.78885e-06 2.19106e-05 3.76845e-01
1.66667e-04 3.15589e-05 1.05721e-05 9.97776e-05 3.76262e-05 2.85893e-06 7.91263e-06 2.37455e-05 1.01287e+00
0.00000e+00 0.00000e+00 1.04076e-05 1.80764e-05 0.00000e+00 2.81688e-06 1.90503e-25 2.58207e-05 4.58550e-01
5.55556e-05 9.02092e-06 1.02815e-05 3.65016e-05 1.25426e-05 3.17510e-06 1.00416e-05 1.89587e-05 -1.22970e+00
0.00000e+00 0.00000e+00 1.01861e-05 -2.85826e-06 0.00000e+00 3.20230e-06 0.00000e+00 2.35692e-05 5.19854e-01
0.00000e+00 0.00000e+00 1.01047e-05 -3.27454e-06 0.00000e+00 3.28604e-06 9.92579e-25 2.83564e-05 -5.31747e-01
0.00000e+00 0.00000e+00 1.00316e-05 -3.24110e-06 0.00000e+00 3.23712e-06 -2.68893e-26 2.57040e-05 -4.22294e-01
0.00000e+00 0.00000e+00 9.96266e-06 -3.11732e-06 0.00000e+00 3.11114e-06 -7.94063e-24 2.65278e-05 1.53409e-01
2.77778e-05 4.24689e-06 9.89237e-06 1.43085e-05 6.27190e-06 2.91591e-06 6.27136e-06 2.58032e-05 2.42245e-01
0.00000e+00 0.00000e+00 9.81688e-06 -3.10244e-06 0.00000e+00 3.09013e-06 1.27050e-22 2.66233e-05 1.20225e-01
0.00000e+00 0.00000e+00 9.71493e-06 -2.93900e-06 0.00000e+00 2.91585e-06 0.00000e+00 2.71543e-05 5.42090e-01
0.00000e+00 0.00000e+00 9.59219e-06 -3.36429e-06 0.00000e+00 3.36276e-06 0.00000e+00 2.60732e-05 -3.03202e+00
2.77778e-05 4.22719e-06 9.45704e-06 1.42946e-05 6.27238e-06 2.97321e-06 6.27096e-06 2.12786e-05 -1.46127e+00
1.11111e-04 1.92594e-05 9.31339e-06 7.67492e-05 2.50900e-05 2.10731e-06 1.29477e-05 1.77020e-05 4.37632e-01
0.00000e+00 0.00000e+00 9.17375e-06 -3.13020e-06 0.00000e+00 3.11957e-06 4.87261e-24 2.02546e-05 -2.62037e+00
1.94444e-04 3.62335e-05 9.05983e-06 1.06351e-04 4.39092e-05 2.89178e-06 9.32594e-06 1.81116e-05 -1.45329e+00
0.00000e+00 0.00000e+00 8.97419e-06 3.04979e-05 0.00000e+00 2.70749e-06 2.98882e-26 2.28627e-05 2.25817e-01
0.00000e+00 0.00000e+00 8.90894e-06 2.59096e-06 0.00000e+00 3.03730e-06 1.27050e-22 2.19723e-05 -4.99160e-01
3.33333e-04 6.39789e-05 8.85097e-06 7.92708e-05 7.52777e-05 2.92557e-06 2.06450e-07 2.76096e-05 2.13807e+00
0.00000e+00 0.00000e+00 8.79836e-06 1.37978e-04 0.00000e+00 2.52648e-06 5.43395e-06 2.24535e-05 -2.48724e+00
0.00000e+00 0.00000e+00 8.75649e-06 3.26248e-05 0.00000e+00 2.29314e-06 -1.19553e-25 2.56191e-05 -9.42911e-01
0.00000e+00 0.00000e+00 8.73971e-06 3.70283e-06 0.00000e+00 2.26654e-06 8.96647e-26 2.58501e-05 7.84757e-01
0.00000e+00 0.00000e+00 8.74967e-06 -2.81497e-06 0.00000e+00 3.50400e-06 2.98882e-26 2.73201e-05 -1.20854e-01
0.00000e+00 0.00000e+00 8.77136e-06 -3.30971e-06 0.00000e+00 3.35969e-06 0.00000e+00 2.65957e-05 -3.52759e-01
0.00000e+00 0.00000e+00 8.79088e-06 -3.05272e-06 0.00000e+00 3.04447e-06 5.97765e-26 2.68799e-05 5.06741e-01
0.00000e+00 0.00000e+00 8.79904e-06 -2.79033e-06 0.00000e+00 2.78738e-06 0.00000e+00 3.37673e-05 2.08431e+00
8.33333e-05 1.39302e-05 8.79121e-06 5.51223e-05 1.88219e-05 2.24084e-06 1.19616e-05 3.04947e-05 1.88689e+00
2.77778e-05 4.19555e-06 8.76917e-06 1.43699e-05 6.27409e-06 2.92986e-06 6.27409e-06 2.41284e-05 -9.73170e-01
0.00000e+00 0.00000e+00 8.73721e-06 -2.71994e-06 0.00000e+00 2.70214e-06 0.00000e+00 2.97232e-05 1.66860e+00
1.11111e-04 1.93204e-05 8.69627e-06 7.70224e-05 2.50972e-05 2.71203e-06 1.20093e-05 1.94052e-05 -4.69742e-01
5.55556e-05 9.04950e-06 8.65034e-06 3.50246e-05 1.25565e-05 2.33350e-06 9.10733e-06 2.60552e-05 1.14181e+00
1.66667e-04 2.74790e-05 8.60031e-06 1.11137e-04 3.76928e-05 2.43077e-06 2.55655e-05 1.67604e-05 -2.20721e+00
1.38889e-04 2.51871e-05 8.55438e-06 8.65580e-05 3.14301e-05 3.33270e-06 9.46919e-06 1.71431e-05 -3.18654e+00
2.77778e-05 4.18066e-06 8.52077e-06 2.73644e-05 6.28987e-06 2.36596e-06 6.28760e-06 2.26662e-05 1.01392e+00
8.33333e-05 1.25423e-05 8.50944e-06 5.11578e-05 1.88811e-05 2.45353e-06 1.88605e-05 1.97127e-05 -1.53830e-01
5.55556e-05 8.78536e-06 8.52261e-06 3.38139e-05 1.25950e-05 2.69743e-06 1.04045e-05 2.35450e-05 8.91015e-01
0.00000e+00 0.00000e+00 8.55246e-06 -2.91994e-06 0.00000e+00 2.90757e-06 1.27050e-22 2.87947e-05 3.96362e-02
0.00000e+00 0.00000e+00 8.59053e-06 -2.55069e-06 0.00000e+00 2.50371e-06 0.00000e+00 3.36228e-05 2.44230e+00
