atmospheric_rain(mm/s) surface_runoff(mm/s) subsurface_runoff(mm/s) infiltration(mm/s) interception(mm/s) ground_evaporation(mm/s) vegetation_evaporation(mm/s) vegetation_transpiration(mm/s) heat_flux_into_soil(W/m^2)
2.31481e-05 3.69984e-06 1.57886e-05 1.18395e-05 5.24942e-06 2.28772e-06 5.24942e-06 2.34740e-05 7.65338e+00
2.31481e-06 3.69763e-07 1.56543e-05 -2.00471e-06 5.24726e-07 3.38788e-06 5.24726e-07 2.94143e-05 4.47625e+00
0.00000e+00 0.00000e+00 1.53316e-05 -2.96487e-06 0.00000e+00 2.92437e-06 0.00000e+00 2.16687e-05 2.17917e+00
0.00000e+00 0.00000e+00 1.46335e-05 -3.29681e-06 0.00000e+00 3.26370e-06 0.00000e+00 2.55247e-05 2.73292e+00
0.00000e+00 0.00000e+00 1.37177e-05 -3.10172e-06 0.00000e+00 3.09887e-06 0.00000e+00 2.64676e-05 1.77075e+00
0.00000e+00 0.00000e+00 1.27060e-05 -3.00818e-06 0.00000e+00 2.99989e-06 -3.81005e-25 2.42970e-05 2.91403e+00
0.00000e+00 0.00000e+00 1.16250e-05 -3.02494e-06 0.00000e+00 2.95943e-06 1.27431e-22 2.50904e-05 2.73589e+00
0.00000e+00 0.00000e+00 1.08135e-05 -3.36319e-06 0.00000e+00 3.32893e-06 0.00000e+00 2.48457e-05 2.18389e+00
0.00000e+00 0.00000e+00 1.04805e-05 -3.49454e-06 0.00000e+00 3.48677e-06 0.00000e+00 2.66386e-05 2.19731e+00
2.31481e-06 3.55147e-07 1.03249e-05 -2.12263e-06 5.22956e-07 3.54773e-06 5.22956e-07 2.59077e-05 1.52706e+00
0.00000e+00 0.00000e+00 1.01794e-05 -3.56503e-06 0.00000e+00 3.56236e-06 1.31020e-22 2.38579e-05 -7.61139e-02
0.00000e+00 0.00000e+00 1.00016e-05 -3.84881e-06 0.00000e+00 3.84083e-06 -0.00000e+00 2.56385e-05 1.00099e+00
1.85185e-06 2.82825e-07 9.81484e-06 -2.71397e-06 4.17820e-07 3.86390e-06 4.17820e-07 2.71223e-05 1.02860e+00
5.16975e-06 7.88648e-07 9.64807e-06 -9.57842e-07 1.16590e-06 4.17186e-06 1.16590e-06 2.91039e-05 1.03408e+00
5.16975e-06 7.87365e-07 9.48107e-06 -6.21857e-07 1.16539e-06 3.83763e-06 1.16539e-06 2.40530e-05 9.20127e-01
5.16975e-06 7.86018e-07 9.30877e-06 -9.94069e-07 1.16487e-06 4.21188e-06 1.16487e-06 2.55318e-05 -7.47764e-02
5.16975e-06 7.84507e-07 9.12946e-06 -5.43969e-07 1.16476e-06 3.74269e-06 1.16476e-06 3.18291e-05 3.53549e+00
5.16975e-06 7.82889e-07 8.94137e-06 -1.29721e-06 1.16465e-06 4.51905e-06 1.16465e-06 2.70712e-05 -1.69907e+00
5.16975e-06 7.81221e-07 8.75075e-06 -9.61470e-07 1.16454e-06 4.18449e-06 1.16454e-06 2.90707e-05 5.77870e-01
5.16975e-06 7.79469e-07 8.55479e-06 -9.28834e-07 1.16443e-06 4.15400e-06 1.16443e-06 2.80526e-05 2.64494e-01
5.16975e-06 7.77653e-07 8.35577e-06 -1.58495e-06 1.16431e-06 4.81147e-06 1.16431e-06 2.84470e-05 -2.62940e-01
5.16975e-06 7.75771e-07 8.15402e-06 -8.89703e-07 1.16420e-06 4.11833e-06 1.16420e-06 2.60710e-05 -1.60908e+00
5.16975e-06 7.73840e-07 7.95163e-06 -9.96793e-07 1.16409e-06 4.22768e-06 1.16409e-06 2.66136e-05 -1.37149e+00
2.54630e-06 3.80330e-07 7.74854e-06 -2.23742e-06 5.73303e-07 3.82843e-06 5.73303e-07 2.39720e-05 -3.76702e-01
3.70370e-05 5.81344e-06 7.54811e-06 2.09817e-05 8.33815e-06 3.42543e-06 6.79502e-06 2.24881e-05 2.59353e+00
0.00000e+00 0.00000e+00 7.35127e-06 -3.21844e-06 0.00000e+00 3.10744e-06 1.27050e-22 2.12517e-05 9.81407e-01
4.62963e-06 6.86226e-07 7.16372e-06 -8.33952e-07 1.04207e-06 3.71454e-06 1.04207e-06 2.34423e-05 -2.80842e-01
0.00000e+00 0.00000e+00 6.98149e-06 -4.14323e-06 0.00000e+00 4.14117e-06 0.00000e+00 2.71862e-05 1.44987e-01
1.85185e-05 2.73059e-06 6.80004e-06 7.85920e-06 4.16745e-06 3.76029e-06 4.16745e-06 2.47847e-05 -9.86564e-01
1.62037e-05 2.38075e-06 6.61962e-06 6.46777e-06 3.64617e-06 3.70565e-06 3.64617e-06 2.38982e-05 1.53216e+00
0.00000e+00 0.00000e+00 6.44141e-06 -4.45378e-06 0.00000e+00 4.45224e-06 -0.00000e+00 2.69325e-05 -1.97822e-01
0.00000e+00 0.00000e+00 6.26404e-06 -3.82813e-06 0.00000e+00 3.82481e-06 0.00000e+00 2.86403e-05 -1.79867e-01
1.08796e-04 1.61729e-05 6.08862e-06 6.62242e-05 2.44738e-05 3.59116e-06 2.27831e-05 1.30770e-05 -2.37494e+00
1.99074e-04 3.34644e-05 5.92548e-06 1.42053e-04 4.47769e-05 2.72567e-06 1.91626e-05 1.44191e-05 1.22760e-02
3.59127e-04 6.30891e-05 5.79847e-06 2.51969e-04 8.07682e-05 3.05885e-06 2.38582e-05 1.61829e-05 -2.96207e+00
1.04960e-04 1.59716e-05 5.74985e-06 8.26304e-05 2.36031e-05 2.75894e-06 1.95788e-05 1.70982e-05 2.29099e-01
1.04960e-04 1.57980e-05 5.76163e-06 6.79655e-05 2.36005e-05 3.10368e-06 2.05178e-05 1.74118e-05 6.69236e-01
1.04960e-04 1.58690e-05 5.84668e-06 6.64532e-05 2.35979e-05 2.63906e-06 2.02557e-05 1.55863e-05 1.22248e-01
1.04960e-04 1.59374e-05 5.99529e-06 6.62346e-05 2.35953e-05 2.62110e-06 2.00994e-05 1.74601e-05 3.62463e-01
1.04960e-04 1.61010e-05 6.18706e-06 6.65229e-05 2.35927e-05 2.82284e-06 1.94951e-05 1.63533e-05 2.32966e-01
1.04960e-04 1.60488e-05 6.40695e-06 6.63516e-05 2.35901e-05 2.43052e-06 2.00676e-05 1.42204e-05 -1.04722e+00
1.04960e-04 1.61204e-05 6.64469e-06 6.63326e-05 2.35875e-05 2.45175e-06 1.99986e-05 1.61441e-05 7.32814e-01
1.04960e-04 1.61142e-05 6.89281e-06 6.51111e-05 2.35848e-05 3.39081e-06 2.03228e-05 1.95469e-05 -1.75461e+00
1.04960e-04 1.63137e-05 7.14575e-06 6.63634e-05 2.35822e-05 2.65817e-06 1.96232e-05 1.66525e-05 2.17096e-02
1.04960e-04 1.66444e-05 7.40084e-06 6.73861e-05 2.35796e-05 2.74979e-06 1.81781e-05 1.75322e-05 -8.46878e-01
1.04960e-04 1.65071e-05 7.65532e-06 6.63351e-05 2.35812e-05 2.92806e-06 1.91858e-05 1.70607e-05 1.07849e+00
1.04960e-04 1.65893e-05 7.90917e-06 6.65733e-05 2.35870e-05 2.75316e-06 1.90396e-05 1.48810e-05 -1.84167e+00
1.04960e-04 1.66614e-05 8.16181e-06 6.62361e-05 2.35927e-05 3.12006e-06 1.89381e-05 1.79845e-05 -1.38128e+00
2.62897e-04 4.61441e-05 8.41124e-06 1.59966e-04 5.91077e-05 3.32427e-06 2.55336e-05 1.75813e-05 -1.50775e+00
4.62963e-06 6.99739e-07 8.66361e-06 2.30541e-05 1.04114e-06 3.54526e-06 1.04114e-06 2.34181e-05 2.63449e-01
0.00000e+00 0.00000e+00 8.94410e-06 -3.76859e-07 0.00000e+00 4.09916e-06 0.00000e+00 2.46368e-05 -1.49468e+00
2.31481e-06 3.52218e-07 9.21656e-06 -1.16440e-06 5.20888e-07 3.00918e-06 3.36384e-07 2.09357e-05 7.65783e-01
3.93518e-05 5.99914e-06 9.43916e-06 2.13352e-05 8.85616e-06 3.10218e-06 7.89118e-06 2.30588e-05 1.47401e+00
4.62963e-06 7.06215e-07 9.60505e-06 3.60492e-07 1.04215e-06 2.50810e-06 2.18632e-06 1.97351e-05 -1.27247e-02
1.94444e-04 3.66070e-05 9.72804e-06 1.44763e-04 4.37809e-05 2.77428e-06 8.74219e-06 1.90488e-05 3.75860e-01
0.00000e+00 0.00000e+00 9.83578e-06 -2.14944e-06 0.00000e+00 3.44540e-06 -2.68893e-26 2.47654e-05 1.38518e+00
1.62037e-05 2.48144e-06 9.95788e-06 6.69018e-06 3.65015e-06 3.50819e-06 3.65015e-06 2.05912e-05 -5.57858e-01
2.26852e-04 4.07245e-05 1.00989e-05 1.61877e-04 5.11143e-05 3.24268e-06 2.10029e-05 1.76078e-05 -9.37526e-01
1.56085e-04 2.92374e-05 1.02867e-05 1.15366e-04 3.51774e-05 2.87172e-06 8.58355e-06 2.02509e-05 1.71529e+00
1.38889e-04 2.43792e-05 1.40727e-05 8.94991e-05 3.13089e-05 4.13042e-06 2.08683e-05 1.37976e-05 -5.45439e+00
7.87037e-05 1.45356e-05 1.80893e-05 5.15370e-05 1.77455e-05 3.14064e-06 9.48864e-06 1.93808e-05 -1.39484e+00
1.36574e-04 2.76540e-05 2.18253e-05 1.00222e-04 3.08002e-05 2.29150e-06 6.39892e-06 1.89797e-05 6.22898e-01
1.15741e-05 1.95328e-06 2.60472e-05 3.47609e-06 2.61074e-06 3.53233e-06 2.61074e-06 2.14487e-05 1.69403e-01
4.30556e-04 9.26087e-05 2.86748e-05 2.97898e-04 9.71401e-05 2.81516e-06 8.38329e-06 1.77451e-05 -1.19269e+00
2.31481e-06 4.00962e-07 3.63677e-05 2.21714e-05 5.22369e-07 3.38782e-06 5.22369e-07 2.43356e-05 2.77663e-01
1.64352e-04 3.51321e-05 4.30333e-05 9.62234e-05 3.70960e-05 3.18215e-06 1.10411e-05 1.53033e-05 -2.97938e+00
2.31481e-06 4.12181e-07 4.52286e-05 1.77592e-05 5.22588e-07 3.32797e-06 5.22588e-07 1.91609e-05 -1.92279e+00
1.04167e-04 2.05181e-05 4.63996e-05 6.81602e-05 2.35214e-05 3.56908e-06 1.51468e-05 1.83353e-05 -1.01099e+00
0.00000e+00 0.00000e+00 4.55649e-05 -3.18176e-06 0.00000e+00 3.58267e-06 0.00000e+00 2.60974e-05 3.14825e-02
1.25000e-04 2.69647e-05 4.41300e-05 8.80368e-05 2.82374e-05 2.42621e-06 7.59304e-06 1.93752e-05 2.43954e-01
2.31481e-06 4.09673e-07 4.28492e-05 -2.02924e-06 5.23024e-07 3.41055e-06 5.23024e-07 2.37822e-05 2.09325e-01
1.38889e-05 2.44377e-06 4.08276e-05 5.20413e-06 3.13879e-06 2.97040e-06 3.13879e-06 2.20112e-05 1.53589e+00
2.77778e-05 4.83788e-06 3.76535e-05 1.33718e-05 6.27888e-06 3.27292e-06 6.27446e-06 2.09658e-05 -3.68999e-01
9.58995e-06 1.66358e-06 3.41587e-05 2.39374e-06 2.16816e-06 3.36109e-06 2.16816e-06 2.28036e-05 -1.10291e+00
9.49098e-05 1.62666e-05 3.09942e-05 5.49379e-05 2.14622e-05 2.20553e-06 2.13850e-05 1.33815e-05 3.52664e-01
9.49098e-05 1.62480e-05 2.83220e-05 5.55709e-05 2.14666e-05 2.22565e-06 2.08048e-05 1.57511e-05 -1.91406e-01
9.49098e-05 1.60221e-05 2.66558e-05 5.48683e-05 2.14710e-05 2.57973e-06 2.14034e-05 1.32844e-05 -1.22657e+00
9.49098e-05 1.60606e-05 2.59622e-05 5.53310e-05 2.14754e-05 2.41569e-06 2.10434e-05 1.47703e-05 -4.02504e-01
9.49098e-05 1.59920e-05 2.59986e-05 5.51892e-05 2.14798e-05 2.27941e-06 2.13774e-05 1.43423e-05 -2.32155e-02
8.24515e-05 1.41579e-05 2.64995e-05 4.90256e-05 1.86640e-05 1.54463e-06 1.74951e-05 1.46842e-05 1.40798e+00
1.99074e-04 4.13358e-05 2.71113e-05 9.49189e-05 4.50723e-05 2.82905e-06 9.87231e-06 2.00701e-05 -1.33814e-01
1.67839e-04 3.40337e-05 2.78538e-05 1.41990e-04 3.80081e-05 2.88726e-06 1.25195e-05 1.85900e-05 9.68706e-01
9.49098e-05 1.62753e-05 3.11089e-05 7.59729e-05 2.14972e-05 3.15083e-06 2.14474e-05 2.00043e-05 1.23984e+00
9.49098e-05 1.65154e-05 3.61024e-05 5.74080e-05 2.15015e-05 3.38977e-06 2.14720e-05 1.61686e-05 -3.25111e+00
9.49098e-05 1.66739e-05 3.96229e-05 5.47363e-05 2.15058e-05 2.54542e-06 2.14378e-05 1.38691e-05 -1.70011e+00
3.87857e-05 6.84929e-06 4.13109e-05 2.03202e-05 8.79029e-06 2.91937e-06 8.73047e-06 2.59284e-05 2.90221e+00
1.99074e-04 4.17663e-05 4.14833e-05 1.18007e-04 4.51267e-05 2.79396e-06 1.58430e-05 1.58568e-05 -3.92334e-01
6.25000e-05 1.16834e-05 4.13409e-05 5.38649e-05 1.41705e-05 2.88375e-06 1.12303e-05 1.75203e-05 3.67169e-01
1.04167e-04 1.84783e-05 4.24013e-05 6.28698e-05 2.36223e-05 2.24408e-06 2.32353e-05 1.38650e-05 -1.11941e-01
8.10185e-05 1.65923e-05 4.29549e-05 5.32369e-05 1.83765e-05 2.97813e-06 8.57182e-06 1.94180e-05 1.06802e+00
2.06019e-04 4.49532e-05 4.31804e-05 1.32948e-04 4.67410e-05 2.84632e-06 4.28834e-06 2.23696e-05 -2.18524e+00
1.31944e-04 2.91787e-05 4.44972e-05 1.09932e-04 2.99397e-05 1.41347e-06 8.56285e-06 1.63553e-05 -9.27587e-01
9.25926e-06 1.66815e-06 5.04519e-05 4.91414e-06 2.10161e-06 2.84473e-06 2.22799e-06 2.21322e-05 -1.24654e+00
3.42593e-04 7.81559e-05 5.25334e-05 2.48280e-04 7.77694e-05 2.23846e-06 8.59082e-06 1.91684e-05 1.54579e-01
9.39815e-04 2.18632e-04 5.97370e-05 2.25292e-04 2.13384e-04 2.02550e-06 1.58760e-05 1.42935e-05 -4.99998e-01
5.32407e-04 1.25512e-04 7.76158e-05 5.24704e-04 1.20907e-04 2.34556e-06 1.35363e-05 1.72186e-05 -7.57726e-01
1.62037e-05 3.17171e-06 1.38745e-04 2.49925e-04 3.68052e-06 2.74952e-06 3.68052e-06 2.46140e-05 9.42821e-01
0.00000e+00 0.00000e+00 1.70512e-04 7.83114e-05 0.00000e+00 3.96558e-06 0.00000e+00 2.31444e-05 -4.53309e+00
0.00000e+00 0.00000e+00 1.62468e-04 1.87069e-05 0.00000e+00 1.91362e-06 0.00000e+00 2.24716e-05 8.01779e-01
0.00000e+00 0.00000e+00 1.44282e-04 3.47901e-07 0.00000e+00 3.43454e-06 0.00000e+00 2.59281e-05 -1.15504e+00
4.18981e-04 1.02571e-04 1.25888e-04 2.97748e-04 9.52441e-05 1.98295e-06 1.70962e-05 1.47023e-05 -3.09907e-01
1.11111e-04 2.60478e-05 1.25273e-04 7.41344e-05 2.52631e-05 2.26125e-06 8.70540e-06 1.86823e-05 -7.69268e-01
1.18056e-04 2.78035e-05 1.22060e-04 7.94978e-05 2.68475e-05 2.10895e-06 7.84637e-06 1.66816e-05 -8.89854e-01
5.64815e-04 1.39904e-04 1.14807e-04 3.14401e-04 1.28472e-04 2.20812e-06 1.10267e-05 1.51136e-05 -1.66444e+00
0.00000e+00 0.00000e+00 1.24048e-04 7.35729e-05 0.00000e+00 2.15210e-06 4.60932e-24 2.09954e-05 -5.79432e-01
0.00000e+00 0.00000e+00 1.25836e-04 1.56448e-05 0.00000e+00 2.69774e-06 3.50918e-24 2.21124e-05 -1.43368e+00
1.36574e-04 3.05591e-05 1.15310e-04 9.18203e-05 3.10740e-05 1.62812e-06 1.55795e-05 1.37983e-05 7.87205e-02
2.31481e-06 4.47500e-07 1.03538e-04 -7.19269e-07 5.26677e-07 2.48122e-06 5.26677e-07 1.90090e-05 -1.16979e+00
0.00000e+00 0.00000e+00 9.20420e-05 -2.64776e-06 0.00000e+00 2.67819e-06 0.00000e+00 2.36618e-05 -6.66155e-02
1.75463e-05 3.27526e-06 7.94772e-05 7.79773e-06 3.99218e-06 2.48008e-06 2.98175e-06 2.10284e-05 -1.82004e+00
7.09010e-05 1.37375e-05 6.79189e-05 4.22572e-05 1.61315e-05 1.28843e-06 1.35002e-05 1.40160e-05 5.67809e-02
7.09010e-05 1.33010e-05 5.88589e-05 4.14564e-05 1.61314e-05 1.39052e-06 1.46040e-05 1.32740e-05 8.83877e-01
7.09010e-05 1.30005e-05 5.25264e-05 4.09819e-05 1.61314e-05 1.66835e-06 1.51697e-05 1.29648e-05 -2.05739e+00
7.09010e-05 1.29591e-05 4.80852e-05 4.08708e-05 1.61313e-05 2.15300e-06 1.50822e-05 1.74818e-05 -8.94434e-01
3.49234e-05 6.35855e-06 4.47988e-05 1.94507e-05 7.94570e-06 1.66710e-06 8.24202e-06 1.69372e-05 1.25253e+00
1.62037e-05 2.84902e-06 4.19555e-05 7.54455e-06 3.68661e-06 2.07076e-06 3.68661e-06 1.77998e-05 -1.43216e+00
2.31481e-06 4.05343e-07 3.87304e-05 -1.44055e-06 5.26656e-07 2.80257e-06 5.26656e-07 2.30987e-05 -1.56265e-01
3.47222e-05 6.41379e-06 3.52603e-05 1.98896e-05 7.89978e-06 2.32311e-06 5.28951e-07 2.09493e-05 3.00295e-02
1.38889e-05 2.59634e-06 3.18542e-05 7.39419e-06 3.15990e-06 1.56365e-06 7.67546e-06 1.80621e-05 -1.47863e-01
7.87037e-05 1.37960e-05 2.88679e-05 4.65834e-05 1.79060e-05 2.43825e-06 1.31855e-05 1.51350e-05 -1.37816e+00
3.19444e-04 6.60059e-05 2.64286e-05 1.72015e-04 7.26770e-05 1.47883e-06 1.30261e-05 1.49744e-05 8.21033e-01
3.12500e-04 6.72085e-05 2.65194e-05 2.82223e-04 7.10967e-05 1.31879e-06 8.11031e-06 1.52880e-05 -2.63706e-01
1.27315e-04 2.64476e-05 3.92201e-05 1.09117e-04 2.89651e-05 1.77533e-06 8.91865e-06 1.49991e-05 -8.19290e-01
4.16667e-05 7.53547e-06 5.21417e-05 2.65198e-05 9.47944e-06 1.59230e-06 6.40948e-06 1.81025e-05 6.00073e-01
4.62963e-06 8.38777e-07 5.54161e-05 1.04600e-06 1.05327e-06 2.11751e-06 4.12141e-06 2.00554e-05 -8.71184e-01
4.02778e-04 9.00821e-05 5.40923e-05 2.77949e-04 9.16336e-05 1.71069e-06 1.77808e-05 9.93666e-06 -2.05264e+00
2.84722e-04 6.26598e-05 6.14171e-05 2.02632e-04 6.47750e-05 2.05829e-06 1.97138e-05 1.16486e-05 -7.15360e-03
2.31481e-06 4.30759e-07 7.75717e-05 9.45170e-06 5.26623e-07 2.62580e-06 5.26623e-07 2.37833e-05 -4.15671e-01
2.31481e-06 4.36451e-07 8.12729e-05 2.94318e-07 5.26620e-07 2.67549e-06 5.26620e-07 2.14810e-05 -1.44805e+00
2.54630e-05 4.76615e-06 7.53416e-05 1.36850e-05 5.79278e-06 1.20288e-06 5.78660e-06 1.66148e-05 8.85797e-01
6.94444e-06 1.27863e-06 6.69812e-05 1.32237e-06 1.57984e-06 2.74135e-06 1.57984e-06 1.98109e-05 -1.37074e+00
2.31481e-06 4.21303e-07 5.86678e-05 -8.57385e-07 5.26609e-07 2.19677e-06 5.26609e-07 2.21051e-05 -1.51348e-01
0.00000e+00 0.00000e+00 5.09613e-05 -2.84366e-06 0.00000e+00 2.75295e-06 0.00000e+00 2.57690e-05 1.13115e+00
2.31481e-06 4.08376e-07 4.41717e-05 -8.09169e-07 5.26602e-07 2.17148e-06 5.26602e-07 2.00200e-05 -4.80787e-01
4.16667e-05 7.31113e-06 3.83274e-05 2.22711e-05 9.47876e-06 2.68342e-06 9.28817e-06 2.12123e-05 9.28728e-01
1.87500e-04 4.03420e-05 3.35191e-05 1.16667e-04 4.26541e-05 1.91325e-06 6.86567e-06 1.66776e-05 -1.85329e-01
7.40741e-05 1.41888e-05 3.04256e-05 6.56720e-05 1.68470e-05 2.57574e-06 9.75049e-06 1.95282e-05 1.91857e-01
9.49074e-05 1.72747e-05 2.94957e-05 6.15074e-05 2.15801e-05 2.64175e-06 1.64938e-05 1.38771e-05 -3.72778e+00
1.38889e-05 2.36593e-06 2.96717e-05 6.78473e-06 3.15731e-06 1.93052e-06 3.14073e-06 2.02645e-05 3.06792e-01
1.45833e-04 3.00196e-05 2.99254e-05 9.27546e-05 3.31439e-05 2.22206e-06 9.79845e-06 1.54149e-05 -9.19445e-01
2.91667e-04 6.19200e-05 3.01361e-05 2.07991e-04 6.62718e-05 2.16716e-06 1.11146e-05 1.68008e-05 -8.06437e-01
4.16667e-05 7.42390e-06 3.50751e-05 3.89249e-05 9.46512e-06 3.03391e-06 8.65376e-06 2.22664e-05 -1.45169e+00
3.35648e-04 7.16764e-05 4.03019e-05 1.67605e-04 7.62284e-05 2.19345e-06 2.07106e-05 1.70196e-05 1.63425e-01
0.00000e+00 0.00000e+00 4.48747e-05 5.81070e-05 0.00000e+00 2.92323e-06 1.57615e-25 2.05137e-05 -1.96659e+00
5.09259e-05 1.04427e-05 5.09354e-05 4.54902e-05 1.15601e-05 2.00119e-06 5.97521e-06 1.86308e-05 -1.30580e+00
1.38889e-04 2.74573e-05 5.32854e-05 8.98324e-05 3.15198e-05 2.04391e-06 2.14734e-05 1.38392e-05 -6.05725e-01
6.48148e-05 1.36828e-05 5.34542e-05 4.30718e-05 1.47057e-05 1.93470e-06 6.30555e-06 2.11334e-05 1.21642e+00
2.31481e-06 4.18175e-07 5.33765e-05 -1.41221e-06 5.25074e-07 2.73769e-06 5.25074e-07 2.05729e-05 -1.23642e+00
5.32407e-05 9.64940e-06 5.09464e-05 3.02047e-05 1.20737e-05 1.57190e-06 1.17339e-05 1.38571e-05 -1.38813e-01
2.33796e-04 5.12729e-05 4.70737e-05 1.24001e-04 5.30063e-05 1.63621e-06 1.15621e-05 1.58642e-05 9.55809e-01
2.54630e-05 4.51911e-06 4.47166e-05 4.97021e-05 5.77154e-06 2.39156e-06 5.77125e-06 1.92191e-05 -7.00271e-01
1.01852e-04 2.16040e-05 4.47964e-05 7.67092e-05 2.30803e-05 2.76863e-06 7.82279e-06 1.92410e-05 2.63706e-01
0.00000e+00 0.00000e+00 4.48955e-05 -1.55469e-06 0.00000e+00 2.59574e-06 1.34447e-26 2.57469e-05 6.25353e-02
0.00000e+00 0.00000e+00 4.39960e-05 -2.29584e-06 0.00000e+00 2.38949e-06 0.00000e+00 2.16903e-05 8.04401e-01
0.00000e+00 0.00000e+00 4.10961e-05 -2.62286e-06 0.00000e+00 2.60176e-06 3.97032e-24 2.40043e-05 2.70967e-01
8.10185e-05 1.70719e-05 3.74100e-05 5.63037e-05 1.83404e-05 1.94261e-06 5.68344e-06 2.10851e-05 3.49352e-01
1.04167e-04 1.86054e-05 3.43301e-05 6.19193e-05 2.35744e-05 2.58156e-06 2.09437e-05 1.49572e-05 -4.27192e-01
3.24074e-04 6.78860e-05 3.21453e-05 1.75279e-04 7.33232e-05 1.49153e-06 1.79465e-05 1.17915e-05 1.07930e+00
6.94444e-06 1.19684e-06 3.28324e-05 5.09575e-05 1.57080e-06 2.38374e-06 2.21117e-06 2.12983e-05 3.19589e+00
6.13426e-04 1.33014e-04 3.60906e-05 2.71620e-04 1.38718e-04 2.59920e-06 1.95852e-05 1.42105e-05 -1.72015e+00
2.31481e-06 4.04259e-07 4.39797e-05 1.45057e-04 5.23326e-07 2.32717e-06 3.78345e-06 2.31952e-05 1.04757e+00
2.08333e-05 3.83292e-06 6.04752e-05 4.87938e-05 4.70869e-06 2.92030e-06 4.70869e-06 1.94065e-05 -5.62857e-01
2.31481e-06 4.28937e-07 6.71964e-05 6.73617e-06 5.23048e-07 2.44080e-06 5.23048e-07 2.07776e-05 -7.95888e-01
1.45833e-04 3.01565e-05 6.57798e-05 9.49369e-05 3.29433e-05 2.31311e-06 1.93852e-05 1.27615e-05 6.92725e-01
1.52778e-04 3.13061e-05 6.23619e-05 9.81058e-05 3.45028e-05 2.47357e-06 2.08832e-05 1.30807e-05 8.27737e-01
2.31481e-06 4.24964e-07 6.16481e-05 -1.47515e-06 5.22630e-07 2.74486e-06 5.22630e-07 2.28218e-05 1.93915e+00
4.62963e-06 8.47564e-07 5.98719e-05 -6.50678e-07 1.04513e-06 3.36987e-06 1.04513e-06 2.50364e-05 -3.94369e-01
6.25000e-05 1.18560e-05 5.49289e-05 3.58016e-05 1.41095e-05 2.97511e-06 9.02001e-06 2.30178e-05 -1.16421e+00
6.25000e-05 1.26854e-05 4.92369e-05 3.92475e-05 1.41098e-05 2.81427e-06 1.05530e-05 1.89279e-05 -1.94130e+00
1.25000e-04 2.62666e-05 4.44792e-05 8.26865e-05 2.82202e-05 2.78885e-06 1.02974e-05 2.07582e-05 1.02519e+00
5.55556e-05 9.80756e-06 4.12789e-05 3.34103e-05 1.25426e-05 2.37295e-06 1.24495e-05 1.56730e-05 1.43559e+00
7.40741e-05 1.45849e-05 3.95654e-05 4.69328e-05 1.67237e-05 3.01790e-06 9.71652e-06 2.17376e-05 7.51929e-01
1.62037e-05 2.83195e-06 3.80900e-05 6.93407e-06 3.65839e-06 2.71351e-06 3.65839e-06 2.27626e-05 5.28845e-01
0.00000e+00 0.00000e+00 3.63359e-05 -3.22674e-06 0.00000e+00 3.21163e-06 1.34447e-26 2.77135e-05 -3.16524e-01
7.63889e-05 1.47767e-05 3.39052e-05 4.82437e-05 1.72474e-05 3.15546e-06 1.02003e-05 2.09656e-05 -1.89285e+00
3.24074e-05 5.55474e-06 3.12915e-05 1.65570e-05 7.31721e-06 2.93136e-06 7.30883e-06 1.62979e-05 -3.06774e+00
1.62037e-05 2.76088e-06 2.89852e-05 7.61971e-06 3.65868e-06 2.12157e-06 3.65868e-06 2.40188e-05 7.71671e-01
3.24074e-05 5.48111e-06 2.69448e-05 1.74117e-05 7.31750e-06 2.07089e-06 7.30668e-06 1.89460e-05 1.59624e+00
2.31481e-06 3.87032e-07 2.48121e-05 -2.14233e-06 5.22689e-07 3.53422e-06 5.22689e-07 2.90106e-05 -1.32645e+00
0.00000e+00 0.00000e+00 2.28145e-05 -2.96588e-06 0.00000e+00 2.92195e-06 1.49441e-25 2.40874e-05 -1.17657e-01
0.00000e+00 0.00000e+00 2.08372e-05 -2.58605e-06 0.00000e+00 2.56190e-06 0.00000e+00 2.14305e-05 -1.14233e+00
1.73611e-04 3.51325e-05 1.89679e-05 1.24149e-04 3.92039e-05 2.30845e-06 7.67006e-06 2.00067e-05 -7.47180e-01
1.01852e-04 1.85812e-05 1.77926e-05 7.10822e-05 2.30000e-05 2.79777e-06 1.30954e-05 2.08179e-05 -5.90864e-01
0.00000e+00 0.00000e+00 1.73864e-05 -2.04513e-06 0.00000e+00 2.51477e-06 1.27050e-22 1.91558e-05 -1.73336e+00
0.00000e+00 0.00000e+00 1.72212e-05 -2.93455e-06 0.00000e+00 2.92616e-06 1.34447e-26 2.90887e-05 2.42571e-01
0.00000e+00 0.00000e+00 1.68205e-05 -2.54207e-06 0.00000e+00 2.52619e-06 1.21922e-23 2.56412e-05 -9.48314e-01
9.25926e-06 1.47941e-06 1.60392e-05 3.07280e-06 2.09107e-06 2.58545e-06 2.09107e-06 2.49412e-05 -6.31069e-01
9.25926e-06 1.47009e-06 1.49243e-05 3.11789e-06 2.09110e-06 2.52325e-06 2.09110e-06 3.21581e-05 2.86475e+00
0.00000e+00 0.00000e+00 1.37524e-05 -2.63961e-06 0.00000e+00 2.60998e-06 0.00000e+00 2.93194e-05 1.06678e+00
1.85185e-05 2.89295e-06 1.25658e-05 8.94138e-06 4.18236e-06 2.45285e-06 4.18236e-06 2.74598e-05 8.99747e-01
